id;user_id;prop_firm_id;pair;profit;session;emotion;notes;trade_date;created_at;updated_at;screenshot_url;screenshots;video_url;cycle_id;trade_type;volume;entry_price;take_profit;stop_loss;close_price;open_time;close_time;mt5_ticket;is_synced;emotion_tag;rule_broken;mistake_tags
6141e035-232d-4bf8-a392-71bd36670c6d;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;GBP/USD;	-20.8;london;Confident;;2025-09-25;2025-10-23 07:56:47.603682+00;2025-10-23 07:56:47.603682+00;;[];;;;;;;;;;;;false;;false;[]
c4ab4192-523a-43d0-a34a-4f205a73e85e;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;DE30;	-2.57;london;focused;;2025-09-26;2025-10-23 07:57:23.42973+00;2025-10-23 07:57:23.42973+00;;[];;;;;;;;;;;;false;;false;[]
525836f8-6d7b-49de-bb29-8214fb875b29;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;EUR/JPY;36.31;london;calm;;2025-09-29;2025-10-23 07:57:51.013+00;2025-10-23 07:57:51.013+00;;[];;;;;;;;;;;;false;;false;[]
05c60ef7-79a5-438d-a107-e4d41ec000fd;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;EUR/JPY;	-36.73;london;focused;;2025-10-07;2025-10-23 07:59:28.379519+00;2025-10-23 07:59:28.379519+00;;[];;;;;;;;;;;;false;;false;[]
029d7112-ceee-4349-a190-3c8088cf7fcd;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;90.8;london;calm;;2025-10-09;2025-10-23 08:00:01.642792+00;2025-10-23 08:00:01.642792+00;;[];;;;;;;;;;;;false;;false;[]
2bb80b9f-a257-4a66-8ae2-88efb561ccd7;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;10.49;london;calm;;2025-10-10;2025-10-23 08:00:26.35755+00;2025-10-23 08:00:26.35755+00;;[];;;;;;;;;;;;false;;false;[]
f61a56bb-6d7d-4805-a14b-5f904a11b2d9;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;	-34.75;london;focused;;2025-10-13;2025-10-23 08:00:49.116456+00;2025-10-23 08:00:49.116456+00;;[];;;;;;;;;;;;false;;false;[]
37e8ec4c-0bf5-4b6e-8aa5-2c66b82fffb8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;86.35;london;Confident;;2025-10-15;2025-10-23 08:01:11.697897+00;2025-10-23 08:01:11.697897+00;;[];;;;;;;;;;;;false;;false;[]
7dc28cfe-e588-46a4-84fa-5219d8029a0a;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;5.51;london;focused;;2025-10-17;2025-10-23 08:01:43.049978+00;2025-10-23 08:01:43.049978+00;;[];;;;;;;;;;;;false;;false;[]
9bcf3431-3903-42c2-b09f-3181845b42cc;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;38.12;london;focused;;2025-10-20;2025-10-23 08:02:06.965462+00;2025-10-23 08:02:06.965462+00;;[];;;;;;;;;;;;false;;false;[]
489857bc-fa15-4b3c-b455-71ca7a49b0c5;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;	-14.37;london;calm;;2025-10-21;2025-10-23 08:03:03.286284+00;2025-10-23 08:03:03.286284+00;;[];;;;;;;;;;;;false;;false;[]
f23e8f36-8349-41fe-a9f1-2bedae8fba15;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;	-31.16;london;focused;;2025-10-22;2025-10-23 08:04:15.287739+00;2025-10-23 08:04:15.287739+00;;[];;;;;;;;;;;;false;;false;[]
d93ef050-4b38-4a4a-90cd-7eceac7bfeb2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;89.14;london;focused;;2025-10-23;2025-10-23 08:05:04.017463+00;2025-10-23 08:05:04.017463+00;;[];;;;;;;;;;;;false;;false;[]
87954046-94fe-4ab3-8cc3-49d1ab8599d7;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-11.97;New York ;Calm;Loss because of learning progress ;2025-10-23;2025-10-23 13:28:06.876416+00;2025-10-23 13:28:06.876416+00;;[];;;;;;;;;;;;false;;false;[]
58b24926-4a22-4d08-abff-245989dd042d;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;0.15;NY;Calm;"enterd using CRT but it ended up hitting BE
";2025-10-23;2025-10-23 16:05:50.344824+00;2025-10-23 16:05:50.344824+00;;[];;;;;;;;;;;;false;;false;[]
7bc5ee7a-9ac2-4bc4-8e79-52e3263d7d55;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;EUR/JPY;	-4.13;London ;Calm;I went out of my way and tested the lower time frame and got cooked.;2025-10-24;2025-10-24 06:32:31.832968+00;2025-10-24 06:32:31.832968+00;;[];;;;;;;;;;;;false;;false;[]
04a67b45-55ac-4ef9-b2f2-97411e6d1aae;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-10.58;Asia;Calm;when i loss i loss because i didn't wait for LIQ grab;2025-10-27;2025-10-27 05:32:08.365431+00;2025-10-27 05:32:08.365431+00;;[];;;;;;;;;;;;false;;false;[]
65b951c7-1629-431c-9eee-804193328442;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-1.15;Asia;wasn't calm;i enterd out the plan and closed it ;2025-10-27;2025-10-27 05:39:54.083989+00;2025-10-27 05:39:54.083989+00;;[];;;;;;;;;;;;false;;false;[]
10387bc9-eb42-4d07-90b1-95b1d2dcfd6c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;EUR/JPY;17.78;London;Calm;followed the market flow;2025-10-28;2025-10-28 16:11:36.054762+00;2025-10-28 16:11:36.054762+00;;[];;;;;;;;;;;;false;;false;[]
2b43bd58-ea94-4b51-beae-44579dc363df;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-17.32;London;wasn't calm;;2025-10-28;2025-10-28 16:15:36.438264+00;2025-10-28 16:15:36.438264+00;;[];;;;;;;;;;;;false;;false;[]
ce9d5362-18eb-4aab-b01d-589281dd9563;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;48.74;London;Calm;"no liq but followed the trend
";2025-10-28;2025-10-28 16:16:29.104999+00;2025-10-28 16:16:29.104999+00;;[];;;;;;;;;;;;false;;false;[]
20da07df-d0fc-4569-a80f-ad6f1829ede3;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-12.19;Asia;Calm;;2025-10-29;2025-10-29 06:38:31.955282+00;2025-10-29 06:38:31.955282+00;;[];;;;;;;;;;;;false;;false;[]
ca917295-0b24-4e7e-9700-a39bb10bd235;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;EUR/JPY;	-7.18;London;Calm;"it reversed and i didn't notice it
";2025-10-29;2025-10-29 14:20:01.81381+00;2025-10-29 14:20:01.81381+00;;[];;;;;;;;;;;;false;;false;[]
f9c32641-c72d-4b4d-b90e-95138ee58b74;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;20.7;NY;CALM;;2025-10-29;2025-10-30 08:06:48.07055+00;2025-10-30 08:06:48.07055+00;;[];;;;;;;;;;;;false;;false;[]
dc4a2e7d-e937-46bd-aa4a-cb14ea5e3b40;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EURJPY;	-2.65;New York;;;2026-02-06;2026-02-14 04:58:04.076199+00;2026-02-14 04:58:04.076199+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;sell;0.02;185.29;;;185.5;2026-02-06 17:20:03+00;;;false;;false;[]
e2129108-c532-46a4-955b-5a48f1929103;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;73.08;LONDON;CALM;;2025-10-30;2025-10-30 09:29:16.400642+00;2025-10-30 09:29:16.400642+00;;[];;;;;;;;;;;;false;;false;[]
a57c92e9-be49-44f4-8f5e-a49dfba1f7e2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;36.84;LONDON;CALM;;2025-10-30;2025-10-30 09:30:42.29167+00;2025-10-30 09:30:42.29167+00;;[];;;;;;;;;;;;false;;false;[]
0dc74ab5-651b-4e7b-8a04-b18ff2a271fe;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-15.13;Asia;Calm;;2025-10-31;2025-10-31 05:21:56.043073+00;2025-10-31 05:21:56.043073+00;;[];;;;;;;;;;;;false;;false;[]
80742edc-4121-405b-ae56-68df382babe9;616f2a58-669b-4c40-822e-adfef7058906;b8ae5c29-0578-4ddf-8cfa-7cb7edd471fa;eurusd;	-10;;;;2026-03-02;2026-03-03 19:24:20.049705+00;2026-03-03 19:24:20.049705+00;;[];;;;;;;;;;;;false;;false;
8d964e90-d543-4fe4-a277-3759635497d8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-8.43;NY;Calm;;2025-10-30;2025-10-31 05:23:19.018858+00;2025-10-31 05:23:19.018858+00;;[];;;;;;;;;;;;false;;false;[]
d521ce83-36c7-4cd7-9c9c-23e0fdd9e1b7;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;290907dc-9cfc-4872-94c1-03e6714b35fc;XAUUSD;10.64;Asia;Calm;;2025-11-14;2025-11-14 05:22:49.404895+00;2025-12-29 08:28:43.152381+00;;[];;223ab8d4-6b23-4e23-b241-2bb1f1a84d48;;;;;;;;;;false;;false;[]
8a71c49f-8be7-4b31-9c21-1f8ea14082d8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-5.2;London;Calm;;2025-11-13;2025-11-13 16:05:00.328224+00;2025-11-13 16:05:18.075588+00;;[];;;;;;;;;;;;false;;false;[]
7a98c866-1af8-4aea-ad9e-eb26be6e37da;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;GBP/JPY;	-46.22;London;Calm;;2025-11-14;2025-11-14 07:24:26.822407+00;2025-11-14 07:24:26.822407+00;;[];;;;;;;;;;;;false;;false;[]
58bab12d-b3bf-4087-8d8a-0e6c6022d640;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-22.88;Asia;Calm;;2025-11-14;2025-11-14 07:25:19.963459+00;2025-11-14 07:25:19.963459+00;;[];;;;;;;;;;;;false;;false;[]
36596d0a-0292-44a3-913f-fa60fb06d801;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;GBP/JPY;	-58.58;London;Calm;;2025-11-14;2025-11-14 07:26:39.046995+00;2025-11-14 07:26:39.046995+00;;[];;;;;;;;;;;;false;;false;[]
04cc1366-61f0-409b-b6df-147265eb2a52;e8fd3f47-f082-479d-b70f-c1f793ff91c8;;XAUUSD;	-50.21;London;;;2026-02-05;2026-02-05 08:23:38.977576+00;2026-02-05 08:23:38.977576+00;;[];;;Buy;0.04;5030.06;200;50;5018.15;;;;false;;false;[]
e5796fda-660c-4da2-9349-5c00d1f8440a;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-32.79;Asia;Calm;;2025-10-31;2025-11-02 03:28:22.030591+00;2025-11-04 03:35:21.753875+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762227238371.jpg;[];;;;;;;;;;;;false;;false;[]
dcdaa0a1-7083-46fc-b968-a8fff5204606;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-26;Asia;confiused;loss was happed becuse of overtrading and unclear action;2025-11-03;2025-11-04 04:31:04.152097+00;2025-11-04 04:31:30.090334+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762230685990_0.png""]";;;;;;;;;;;;false;;false;[]
190550b3-136b-4b69-b602-d31f7f0c8c17;616f2a58-669b-4c40-822e-adfef7058906;1813ed5d-32a6-4998-9981-86af54ca7f08;eurusd;57;;;daily and 4h rejecetion - 4h crt - 15m mss - entry on ob - held it over night i entered around market close - there was a daily crt opposing my set up -;2026-02-11;2026-02-11 13:44:28.246314+00;2026-02-11 13:45:10.009228+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770817477525_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770817484329_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770817495375_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770817502178_0.png""]";;;Buy;;;22;10;;;;;false;;false;
5013251c-ad54-459d-9583-e037c608d173;616f2a58-669b-4c40-822e-adfef7058906;1813ed5d-32a6-4998-9981-86af54ca7f08;gold;0;newyork;;daily and 4h key level rejection - 4h crt - 15m mss and bos - entry on ob - i moved sl to be after it made an opposing crt;2026-02-09;2026-02-09 18:19:00.664395+00;2026-02-09 18:19:10.893835+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770661143840_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770661146235_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/616f2a58-669b-4c40-822e-adfef7058906/1770661148743_0.png""]";;;Sell;;;520;179.99999;;;;;false;calm;false;
66b296c4-0fc1-44ee-b5a9-028c793cc2e2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-30.66;LONDON;CALM;miscalculated the sl;2025-11-07;2025-11-08 09:43:40.999359+00;2025-11-08 09:43:40.999359+00;;[];;;;;;;;;;;;false;;false;[]
cb18bcc9-a8dc-4dbe-97f7-317e103b0b32;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-36.84;LONDON;CALM;;2025-11-06;2025-11-08 09:44:16.371741+00;2025-11-08 09:44:16.371741+00;;[];;;;;;;;;;;;false;;false;[]
0aace775-d0c9-45a9-8dff-e7ea2688af9f;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;27.24;Asia;wasn't calm;;2025-11-04;2025-11-04 08:33:21.602206+00;2025-11-04 08:33:38.739221+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762245210485_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762245216519_0.png""]";;;;;;;;;;;;false;;false;[]
3af3b029-984b-4412-ba00-9c3abb637e18;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;3.22;LONDON;CALM;;2025-11-06;2025-11-08 09:45:11.201967+00;2025-11-08 09:45:11.201967+00;;[];;;;;;;;;;;;false;;false;[]
2772a783-1fd4-429a-b2c9-d09518b7bd51;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;e47e084c-e1f6-45f6-aa9e-acd74ebd73bf;XAUUSD;36.06;Asia;Calm;;2025-11-04;2025-11-04 08:35:16.975873+00;2025-11-04 08:35:41.299434+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762245330917_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1762245338766_0.png""]";;;;;;;;;;;;false;;false;[]
843672ca-86fa-47a7-837b-e9ebc111a031;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EURJPY;	-5.91;New York;;;2026-02-06;2026-02-14 04:58:04.076199+00;2026-02-14 04:58:04.076199+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;sell;0.04;185.12;;;185.35;2026-02-06 15:09:19+00;;;false;;false;[]
09b8cfa2-1585-4439-8eaf-e78a1d2c3afe;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EURJPY;2.31;London;;;2026-02-06;2026-02-14 04:58:04.076199+00;2026-02-14 04:58:04.076199+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;buy;0.02;184.89;;;185.07;2026-02-06 11:07:22+00;;;false;;false;[]
5e45b6f8-4344-483c-aac9-d02d65906636;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;1.11;Asia;Calm;;2025-10-31;2025-11-05 18:03:15.219962+00;2025-11-05 18:03:15.219962+00;;[];;;;;;;;;;;;false;;false;[]
ac6b4c90-e942-4489-9efd-f48a589c0638;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-15.94;Asia;Calm;;2025-10-31;2025-11-05 18:04:07.174728+00;2025-11-05 18:04:07.174728+00;;[];;;;;;;;;;;;false;;false;[]
9873cb17-b3d1-4d01-8827-ec9425d9c5be;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;36.06;Asia;Calm;;2025-11-04;2025-11-05 18:04:47.594435+00;2025-11-05 18:04:47.594435+00;;[];;;;;;;;;;;;false;;false;[]
cfd6d64a-b1a2-4b00-9df2-f9a4abca6837;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;EUR/JPY;	-26.57;Asia;Calm;;2025-11-04;2025-11-05 18:06:44.695155+00;2025-11-05 18:06:44.695155+00;;[];;;;;;;;;;;;false;;false;[]
